,C9,I9,C11,I11,C16,I16,I1,I2,I3,L1,L2,L3,B1,B2,B3
"MSTRG.11640",0.227376,0.771682,0,0.073839,0,0.077304,0,0.037325,0,1133.712158,1533.040894,1701.21814,0.106195,0.214897,0.068842
"MSTRG.11641",0.134733,0.617708,0.077822,0.135914,12.821018,11.516085,5.338054,8.57715,3.98807,1309.403578,1685.222836,1446.306719,109.563837,98.087056,203.515604
"MSTRG.11642",0,0,0,0,0.199126,0,0.075521,0.047278,0,4.890099,6.127335,4.981219,0,0,0
"MSTRG.11643",5.465803,6.486377,5.046476,5.28251,3.685637,4.577408,1.323273,1.33889,1.097048,5.098512,5.180411,4.016428,5.649681,7.922758,8.506665
"MSTRG.11644",187.193514,204.809814,181.193804,171.86725,138.284376,139.783873,173.15655,228.985032,137.46632,43.866946,41.651033,41.944116,47.900986,75.122093,76.377098
"MSTRG.11645",29.929317,30.883066,30.260977,34.201691,25.249395,25.66231,45.433189,23.209118,34.892559,10.405593,11.46994,11.786993,3.737374,3.986237,3.330219
"MSTRG.11646",7.470972,9.253777,5.759734,5.825507,7.10521,6.574063,2.193543,1.977462,1.412512,1.838045,1.33348,0.93044,3.334529,1.98656,8.61005
"MSTRG.11647",1.725323,2.209814,1.577646,1.942086,1.329008,1.205218,0.347505,0.370415,0.322158,8.16674,7.11554,8.419093,0.825905,0.674667,1.360033
"MSTRG.11648",21.131481,25.153122,22.506996,23.034716,14.20366,14.473245,11.79304,13.70136,8.599815,3.283365,4.273392,3.733625,8.727991,14.776664,10.800919
"MSTRG.11649",36.457193,39.413616,37.252637,41.213466,33.719033,35.709553,19.822001,37.266441,19.744674,33.997473,24.160505,27.257552,7.808549,13.494146,12.914417
"MSTRG.1165",4.426208,6.828001,4.234813,4.27915,3.253767,3.673989,1.736302,1.806634,1.124947,26.564264,23.250423,20.646279,0,0.082488,0
"MSTRG.11650",13.943578,16.004525,9.990869,11.886648,13.410475,15.437443,4.908974,8.991442,5.471806,16.708002,19.152078,14.451944,11.607,13.94993,20.701485
"MSTRG.11651",119.304983,156.30582,100.805804,114.788861,143.638897,153.474922,38.675035,66.857649,33.984923,24.461947,25.973086,23.068374,84.29236,53.693392,105.632055
"MSTRG.11652",1.366645,1.727853,1.585579,1.928048,2.194023,1.110313,0.889255,1.161853,0.807441,0.418471,0.374886,0.435609,1.73912,1.8466,3.157603
"MSTRG.11653",0.563778,1.072442,0.567003,0.879238,1.327705,1.490113,0.324871,0.671034,0.297007,0.130055,0.211912,0.138198,3.035192,1.856156,6.806508
"MSTRG.11655",14.25641,18.516859,13.848366,14.564894,15.628078,17.441182,9.933949,12.571041,8.845072,9.322115,9.241365,9.63278,10.10786,17.591826,17.737449
"MSTRG.11656",8.147107,9.41612,9.046285,9.071984,6.59046,10.182079,2.926256,3.294179,2.378687,5.714884,5.844543,6.352638,2.903931,3.513072,3.148863
"MSTRG.11657",29.06048,34.87621,31.833677,33.143849,26.145418,27.250811,11.384926,18.019543,12.141777,15.948546,17.481694,14.232956,54.174337,54.078052,56.114691
"MSTRG.11659",21.224262,22.756639,19.343947,21.872185,16.252872,19.381611,12.947105,19.503296,10.603426,32.444981,33.720026,31.942529,16.868455,20.827514,31.079447
"MSTRG.11660",18.214949,24.935541,17.491362,18.770853,24.350636,23.733257,22.164318,40.700618,20.944557,6.932511,6.082773,6.402855,3.71863,3.355953,6.620789
"MSTRG.11661",0,0.086264,0,0,0,0,0.079285,0.121471,0.262476,6.754416,5.00786,1.645115,0.602129,0.116241,0.762534
"MSTRG.11663",17.793337,18.88847,15.663981,17.376366,17.218636,19.130359,13.226944,15.497396,11.324152,210.516449,155.340296,107.083678,4.005028,5.293147,8.754307
"MSTRG.11664",25.298709,28.028689,25.72068,27.103495,26.039436,27.756038,18.547744,28.151313,16.39496,22.678624,26.253118,19.986896,5.042906,4.831214,6.511524
"MSTRG.11665",0,0,0,0,0,0,0,0,0,3.311293,2.222843,2.392438,0.151121,0.189262,0.193933
"MSTRG.11668",11.931801,13.898379,10.483555,10.988147,14.772668,17.680261,5.025694,10.991276,4.731787,9.35766,9.468574,7.346719,12.297064,13.221868,16.74633
"MSTRG.1167",0.012529,0.348508,0,0.00686,0,0,0,0,0,446.870381,493.654236,487.959087,0.052791,0.199216,0.072888
"MSTRG.11672",46.210052,42.266156,37.384209,45.840128,25.367661,22.794359,34.190768,36.799611,26.390227,10.076985,8.289741,8.409398,9.817921,9.508366,12.658714
"MSTRG.11673",11.751015,13.452903,12.95922,14.139553,10.495577,10.760401,17.153705,19.387237,18.187208,9.317936,8.760869,8.063076,4.156465,4.20705,5.971712
"MSTRG.11674",60.132782,65.50109,56.371016,60.96469,85.016049,85.005312,129.502368,144.38755,118.857332,54.935532,66.112914,61.404424,37.133819,42.806844,65.262997
"MSTRG.11676",72.042158,79.69103,79.231762,81.952251,62.275785,66.039918,58.517855,77.414104,52.259474,85.333272,76.212474,66.693153,32.87879,46.401935,49.380915
"MSTRG.11677",10.06224,8.889413,8.410752,8.09975,8.190057,9.561563,6.870409,8.47446,7.222186,12.324328,13.176168,11.645782,12.703723,17.392186,16.047765
"MSTRG.11681",20.847048,26.846448,18.865144,19.821861,23.104045,23.299342,5.567784,7.931991,4.279859,0.166962,0.176463,0.140766,15.510875,10.224949,21.15571
"MSTRG.11686",4.125593,5.575519,3.621467,4.506588,4.470055,4.499825,1.847754,4.014613,2.170768,3.650199,3.346105,2.796203,4.330451,4.67084,6.074926
"MSTRG.1169",0,0,0,0,0,0,0,0,0,34.770679,30.750635,24.869007,0,0.125354,0.049413
"MSTRG.11691",0.624901,0.483662,0.744416,1.032691,0.757461,1.236727,0.733302,0.791751,0.567893,0.570307,0.329938,0.249895,2.34871,3.245046,4.159955
"MSTRG.11692",0.25962,0.256581,0.225933,0.191493,0.173608,0.106271,0.008923,0.043595,0.030991,1.598163,1.631778,1.763436,0.347605,0.279728,0.588393
"MSTRG.11695",5.351737,6.185536,5.366042,6.909616,6.258424,7.584915,1.845385,2.398896,1.743305,0.220625,0.429904,0.288751,2.036799,1.025752,1.979881
"MSTRG.11696",14.156821,14.714879,8.503449,9.503443,12.620256,13.48505,6.008241,9.735038,6.718108,6.517645,7.403825,6.013552,22.468482,20.306031,26.955826
"MSTRG.11701",0.146518,0.022622,0.020129,0,0,0.110396,0,0,0,0.208312,0.345249,0.443611,1.733784,2.04327,8.57656
"MSTRG.11705",5.873381,6.357582,2.320712,2.881619,1.944779,2.172806,0.249764,0.298961,0.181617,0,0,0,0.022275,0.085717,0.050833
"MSTRG.11708",0,0,0,0,0,0,0,0,0,12.038806,13.744588,10.278696,0,0,0
"MSTRG.1171",15.785009,19.708711,10.310113,10.209135,10.248117,10.861797,6.623246,7.507933,5.047961,15.419261,15.173248,10.300264,1.669831,2.273849,2.567119
"MSTRG.11710",0,0,0,0,0,0,0,0,0,0,0.032051,0,1.706784,1.158829,3.088504
"MSTRG.11714",1.544019,1.544388,2.970461,2.835505,2.924445,2.681004,0.66676,1.322081,1.740506,0.394828,0.900921,0.61275,4.451215,4.474023,16.058594
"MSTRG.11715",1.923385,2.732365,2.880156,3.746911,2.467789,2.904053,1.493754,1.706209,1.604046,3.748842,3.941689,4.12963,1.651267,1.535567,3.115151
"MSTRG.11716",7.097617,8.287548,7.870418,8.469708,7.985782,8.905167,3.08556,4.1273,2.63269,13.992263,16.760329,15.383218,4.819741,6.062108,7.107201
"MSTRG.11717",53.547068,71.437128,68.089423,69.954559,83.170197,88.370582,52.659371,59.005234,45.040615,313.936866,329.844301,248.164608,113.159073,163.334349,174.701813
"MSTRG.11718",9.802001,9.96283,10.426669,8.826012,8.756185,9.757218,8.446145,7.442054,6.542631,3.418896,3.109717,2.701509,8.427317,11.343835,12.501598
"MSTRG.11719",14.455602,15.628463,10.263887,11.791572,14.439987,16.075611,6.090033,8.147695,6.732612,7.829827,7.988371,6.398564,16.574733,19.93651,26.181989
"MSTRG.1172",42.401802,53.878554,53.531399,53.074179,42.354154,45.712518,11.657025,21.167098,9.866441,26.658603,24.769165,22.110218,16.421871,11.508602,20.282659
"MSTRG.11722",1.423537,1.584151,1.397851,1.348935,0.807636,0.749296,0.371691,0.522605,0.369187,0.047883,0.489168,0.214866,2.490119,6.896993,3.270722
"MSTRG.11725",19.906833,23.904501,16.706831,20.110871,24.88022,26.967723,19.32151,29.142873,21.242074,25.547913,26.120671,23.731477,12.281196,16.452528,19.761562
"MSTRG.1173",43.119945,54.641857,55.689343,52.841371,35.191977,37.440855,28.148311,29.326881,19.83057,6.044315,6.377419,6.671963,16.550641,8.016315,20.421608
"MSTRG.1174",10.166415,12.114974,10.029353,12.911064,10.765645,10.569949,6.546629,10.024367,5.886156,1.852185,2.05224,1.844104,5.930092,5.794168,10.80448
"MSTRG.11742",0.030414,0.096939,0.086352,0.065042,0.068246,0.021624,0.036127,0.050687,0.022928,0.015084,0,0,16.181902,10.792789,13.216542
"MSTRG.11743",27.083395,24.797375,29.272642,29.54077,20.412149,17.960527,1.785016,3.364478,2.904941,11.402605,14.555687,14.041604,8.322233,22.588884,11.276383
"MSTRG.1175",9.816642,13.947506,11.495521,11.629634,7.01406,7.525094,3.267658,3.021062,2.338223,3.313342,3.037804,3.309725,4.282023,5.018674,5.463154
"MSTRG.1176",10.843827,12.056994,11.935472,14.436606,14.003424,14.23234,9.696758,88.159378,9.381979,1.588784,2.121473,1.778721,4.052051,3.464597,6.652352
"MSTRG.11760",7.548302,7.12428,5.971878,7.237773,8.738307,10.044985,3.802872,6.823933,4.087711,7.840865,8.603907,5.817788,14.726253,17.864174,24.244665
"MSTRG.11762",325.262458,361.321671,279.591202,288.405967,151.174065,156.578842,153.261646,253.602943,122.042698,168.10169,184.331571,131.575091,120.542969,146.329433,187.569504
"MSTRG.11764",0.496384,0.574091,1.342706,1.210525,1.266012,1.213714,1.490966,1.769579,0.902661,0.024503,0.057864,0.042779,8.358182,3.008344,4.656158
"MSTRG.1177",28.276745,33.039635,28.755207,33.929128,18.716139,25.336813,14.360096,44.847465,12.33834,4.673327,4.529803,4.728698,5.897328,4.806887,9.76598
"MSTRG.11772",0,0,0,0.174195,0,0,0,0.175244,0,0,0.083033,0,1.071835,1.2401,1.946783
"MSTRG.11773",0.012843,0,0,0,0,0,0,0,0,0,0,0,8.891849,11.534995,9.905775
"MSTRG.11774",0,0,0,0.004608,0,0,0,0,0,0,0,0,2.830889,6.40223,1.763029
"MSTRG.11775",0,0,0,0,0,0,0,0,0,0,0,0,3.59483,5.983447,1.632372
"MSTRG.11776",0.002198,0,0,0,0,0,0,0,0,0,0,0,3.483599,6.971121,1.673443
"MSTRG.11777",0,0,0,0,0,0,0,0,0,0,0,0,4.118203,7.368647,2.105004
"MSTRG.11778",0,0.005218,0,0,0,0,0,0,0,0,0,0,3.500553,6.188582,1.791845
"MSTRG.11779",0,0,0,0,0,0,0,0,0,0,0,0,4.331129,8.279008,2.332586
"MSTRG.1178",11.985657,16.372064,12.017117,12.405499,11.713423,15.123655,2.922463,5.26634,2.720827,0.108549,0.267958,0.177907,7.892076,6.002705,7.22691
"MSTRG.11780",0,0,0,0,0,0,0,0,0,0,0,0,3.687326,7.417075,1.936297
"MSTRG.11781",0,0,0,0,0,0,0,0,0,0,0,0,3.469769,7.765061,1.984249
"MSTRG.11782",0.00158,0,0,0,0,0,0,0,0,0,0,0,4.088331,8.067949,2.173974
"MSTRG.11783",0,0,0,0,0,0,0,0,0,0,0,0,4.752272,9.676908,2.943904
"MSTRG.11784",0.004801,0.002531,0,0,0,0,0,0,0,0,0,0,4.395494,8.214657,2.362582
"MSTRG.11786",13.394333,14.390599,10.987463,11.774246,7.563325,9.136666,2.806399,2.849574,2.522356,14.149416,18.933069,15.150849,27.67547,38.614191,48.370052
"MSTRG.11787",25.596558,27.923376,21.88151,22.377039,26.162853,26.926018,14.016869,22.084894,13.149645,14.206164,12.786552,13.878026,13.155599,14.957545,15.51364
"MSTRG.1179",6.673488,7.708095,8.010263,9.389398,7.654459,7.15749,2.75375,3.735629,2.121173,2.728749,3.205827,2.312648,2.538741,2.347846,2.649445
"MSTRG.11793",9.496866,10.726402,10.642311,10.571959,8.694034,9.292413,3.195463,5.1059,2.609248,4.567212,4.348428,4.685628,3.285435,3.284606,4.129782
"MSTRG.11794",3.234251,3.228505,3.330431,3.900992,2.672465,2.690792,1.881049,2.219833,1.822989,0.310916,0.318314,0.177321,0.295434,0.537209,0.521166
"MSTRG.11797",2.619587,2.403886,1.772611,2.45166,2.338751,0.895187,0.046198,0.357913,0.037687,0.485323,0.752243,0.587136,1.52023,2.244318,2.629338
"MSTRG.1180",1.741307,2.928282,2.432242,3.677853,2.335326,3.494184,1.772888,3.523667,1.873518,6.902759,12.838585,10.454614,3.445906,1.812915,3.937104
"MSTRG.11800",15.159211,16.331248,14.117885,14.936263,16.509195,16.036872,3.978641,6.25,3.829823,804.595765,1071.785828,1136.243836,0,0,0
"MSTRG.11801",0.040911,0.107126,0,0,0,0,0,0,0,152.527878,169.818909,164.628036,0,0,0
"MSTRG.11805",0.401952,0.430472,2.182267,2.233246,3.446708,2.14018,2.130697,2.726502,1.599283,0.079028,0.069798,0.08769,0,0,0
"MSTRG.11807",23.399477,27.761311,29.630161,30.38006,26.401018,33.987514,13.239298,19.29739,11.889955,4.745465,4.695695,4.95853,21.764549,14.233165,28.03614
"MSTRG.11808",0.158635,0.075121,0.049209,0.03398,0.404918,0.377208,0.168401,0.360035,0.148115,0,0,0,7.390944,6.813279,6.70586
"MSTRG.11809",51.534442,59.01828,71.956494,76.156043,55.47145,55.005061,62.013072,133.942412,54.369276,31.23497,33.354047,26.384553,31.149593,32.662336,47.903957
"MSTRG.1181",10.924577,11.841654,12.355674,10.561183,11.772961,12.360934,1.745015,3.135543,1.75394,79.43454,83.56439,58.134275,13.11839,11.452217,15.35557
"MSTRG.11810",0.115606,0.186758,0.069057,0.077868,0.170021,0.248897,0.051459,0.165619,0.104959,0,0.018868,0.054453,8.674893,5.610345,9.642195
"MSTRG.11811",31.384162,36.083441,35.344293,34.513524,41.399946,44.607856,9.017205,13.963298,8.031264,0.846659,0.996389,0.728908,25.301121,25.86612,37.569656
"MSTRG.11812",88.445259,100.702568,96.441284,95.89402,94.067413,89.017235,69.189415,106.637901,63.563477,19.827166,16.74897,19.208189,35.056564,48.829609,45.746311
"MSTRG.11813",3.265443,4.506291,2.620791,2.901823,3.066162,3.199009,0.803862,1.339422,0.746292,3.220079,2.731392,2.641726,3.959837,4.463904,3.338142
"MSTRG.11814",4.240627,4.692637,2.551912,3.619715,2.879,4.434753,0.987789,1.386588,0.725878,1.712202,2.268254,1.94876,1.465418,1.744227,1.647914
"MSTRG.11815",4.396846,5.277778,5.275903,4.350116,4.824965,4.623593,2.706007,4.693553,3.199232,2.276088,2.364201,2.187713,2.237932,2.88022,3.291339
"MSTRG.11816",22.491556,30.078978,25.806538,28.256857,30.362723,31.274139,14.722216,23.246602,13.793623,5.232982,5.481905,4.920945,8.948019,9.238897,12.417721
"MSTRG.11817",1.001442,1.248275,1.971792,1.16963,1.53474,2.143798,0.760452,1.562322,1.109294,0.795285,0.611146,0.666718,1.017017,0.613944,0.67912
"MSTRG.11818",19.928342,29.016389,25.091707,24.67162,17.58062,19.897577,8.315301,14.43329,8.325955,6.272445,6.122392,5.600955,6.279817,3.472468,7.506942
"MSTRG.11819",7.76652,8.057413,6.811073,8.621096,5.809933,6.489924,1.389681,1.432825,1.584335,4.911714,4.070443,3.331503,4.681732,5.084812,7.665793
"MSTRG.1182",5.51449,5.230408,8.256166,9.407323,8.472336,8.421003,6.007782,12.678298,5.704516,5.139281,4.035193,3.649256,4.746511,5.503965,5.606442
"MSTRG.11820",5.20302,6.086767,3.917999,5.123009,4.370032,4.737118,2.122869,2.326996,1.90065,1.939924,1.397575,1.531835,1.864848,1.419802,2.491651
"MSTRG.11821",2.458951,2.531219,2.751667,3.687677,1.462917,2.037618,1.240743,0,1.091181,2.332213,3.891925,3.786902,5.432999,8.235488,5.688476
"MSTRG.11822",3.563456,3.557758,5.091824,6.300055,4.132816,8.303719,0.922936,0.546303,0.573064,4.330413,4.123325,3.79157,0.221149,0.111047,0.537225
"MSTRG.11823",37.30637,44.577892,40.665329,44.271168,33.64402,36.391167,14.149296,22.779335,13.399661,18.863312,18.733505,16.81237,19.007017,14.99365,25.222792
"MSTRG.11824",35.557308,38.889225,39.916702,40.027733,36.214558,35.939514,27.267811,46.136238,21.948277,20.95616,22.966248,20.679905,26.010881,30.431108,35.148087
"MSTRG.11827",58.393703,63.232986,67.250969,68.121956,51.920216,52.255249,50.141193,67.188972,36.820133,23.809271,24.737473,23.413679,14.935897,17.841732,21.743595
"MSTRG.11829",116.562309,116.735314,104.470707,127.490501,117.080485,134.937599,140.965176,289.715698,117.339886,13.518748,12.098488,13.397167,17.249579,21.171255,25.296487
"MSTRG.1183",2.363785,2.2986,2.206045,3.638997,2.970477,2.340608,1.658814,2.311135,1.458779,4.910963,4.280701,3.975886,1.293015,1.556042,1.57815
"MSTRG.11830",30.009354,37.144044,33.282435,36.243066,28.836971,32.518616,5.877458,12.868217,5.375194,6.215914,7.088934,5.654458,15.111953,17.088691,22.040314
"MSTRG.11831",3.615969,4.563942,3.845054,4.650663,1.537272,3.133223,2.335123,2.69747,1.912792,2.382225,1.611442,1.83144,1.778632,2.290953,2.49004
"MSTRG.11832",4.479578,5.073446,4.062423,5.210724,2.766336,1.834613,3.931211,2.832355,2.528509,0.943446,1.101478,1.229759,2.870587,3.125957,3.176558
"MSTRG.11833",3.299714,4.160004,5.153133,5.078159,4.758556,4.690489,2.098125,1.481312,1.732044,4.586332,4.768103,3.801712,3.684894,5.353169,4.961168
"MSTRG.11835",3.593931,4.141582,3.724541,3.522412,2.513201,3.055875,1.453506,2.288357,0.889052,0.655129,0.581893,0.795719,1.596734,2.859128,2.225548
"MSTRG.11836",3.660126,3.522082,3.23317,3.964198,3.001631,2.838434,1.915822,2.377197,1.980669,4.479957,3.732289,3.811131,2.284107,3.535344,4.239384
"MSTRG.11838",5.383387,5.062969,4.310078,6.060709,3.6949,3.5745,3.065074,3.850038,3.350654,3.710289,2.847638,3.139651,3.012788,3.476416,4.849126
"MSTRG.11839",54.46554,54.79992,52.179838,55.163502,40.242061,40.191627,22.169058,41.870593,20.124189,32.556713,38.54504,34.972948,22.729368,19.496991,34.831304
"MSTRG.11840",14.228547,18.981635,15.702389,18.592653,16.723331,18.34115,17.800723,15.049816,15.407276,9.653411,9.236222,9.126972,3.445957,5.899811,4.485958
"MSTRG.11841",11.337164,14.362789,14.586601,15.274905,17.2612,19.10362,5.497763,4.433736,3.721471,15.855319,16.732263,15.038657,1.190186,0.942844,2.413829
"MSTRG.11842",35.89965,42.688415,37.620363,44.990128,41.860189,39.205718,13.372373,21.770786,13.421436,17.96016,15.143333,12.859386,24.512945,20.864211,31.533965
"MSTRG.11843",24.40699,27.810465,30.170816,29.760536,27.033146,29.146418,8.147391,10.622881,7.016926,0.988724,1.181112,0.811365,34.620537,21.407301,42.798897
"MSTRG.11844",55.595303,55.07555,48.912083,56.984001,35.918137,35.610126,20.09692,21.314764,13.425259,32.285213,32.252083,31.928844,11.73837,15.050291,15.857787
"MSTRG.11847",0,0,0,0,0.063879,0,0,0,0.135438,0,0,0,2.516749,3.621349,6.325298
"MSTRG.11848",4.016769,5.006358,5.529117,6.552739,2.220798,2.129638,2.256826,9.823854,2.075178,2.644319,2.379579,1.961906,1.837672,1.64594,2.894684
"MSTRG.11849",23.978667,30.769356,19.961474,22.803552,13.957312,18.135348,5.084433,12.738121,5.116704,8.619271,10.195503,8.166011,8.83286,6.238808,10.179926
"MSTRG.1185",22.239581,27.963538,18.760034,19.526162,21.687754,26.152641,3.323363,6.829084,3.5908,0.09037,0.083922,0.044596,9.90246,5.814306,12.348477
"MSTRG.11850",10.55995,13.53707,9.995207,10.521191,3.454131,5.630909,4.420215,3.429117,3.201918,76.369736,128.236954,90.475906,0.772309,0.981158,1.527403
"MSTRG.11851",53.050139,51.503408,48.577544,52.262655,40.950095,42.479391,18.524183,17.052513,13.9447,40.190076,39.285937,37.348489,6.024655,4.374953,9.501878
"MSTRG.11852",7.2689,9.871989,9.526284,9.583549,6.013414,7.4878,2.012595,2.706235,1.678433,2.225972,2.394649,2.128442,2.466817,1.531871,3.871625
"MSTRG.11853",28.310026,33.830679,38.199066,36.548855,25.725842,29.696981,17.699804,20.638966,16.159014,8.263178,7.192461,8.121825,11.918227,13.205325,17.724874
"MSTRG.11854",21.487142,31.732808,19.60633,20.747263,23.20082,27.121179,7.835915,12.660586,6.67861,2.398541,2.374702,1.89563,7.016051,6.56616,10.290965
"MSTRG.11856",4.38992,8.908369,13.408328,16.888334,15.207116,19.184099,22.021029,29.566259,18.849039,2.976713,3.080155,3.38133,0.731742,0.623276,2.808227
"MSTRG.11859",14.470319,18.470648,15.989137,17.839303,9.455662,11.121571,3.377381,5.381018,3.41384,8.922605,7.491011,7.844166,14.752944,9.089385,17.912904
"MSTRG.11860",15.990986,15.349434,16.509458,18.002038,17.901131,17.485308,5.110429,8.840456,4.315779,9.886883,10.323741,9.96565,2.653553,2.350457,4.347228
"MSTRG.11862",26.21151,27.465057,22.287226,25.275278,21.650358,22.724693,10.573126,13.877858,8.257386,15.686682,17.499252,13.978017,7.325379,8.283451,11.867661
"MSTRG.11863",1.330651,1.036834,1.506517,1.167044,1.923603,1.954005,0.850517,1.074307,0.360261,0,0,0,0,0,0.071974
"MSTRG.11864",73.436017,105.679376,44.969592,47.697366,103.29443,117.760581,36.422838,89.042436,41.639579,0.539812,1.774507,0.520927,83.367381,71.447778,72.142989
"MSTRG.11865",13.036774,16.202031,14.32475,14.665379,11.804184,13.196138,6.553128,13.424912,5.592275,1.508483,1.627689,2.327497,0.635671,0.515809,1.148391
"MSTRG.11867",0,0,0,0,0,0,0,0,0,332.965118,359.192474,233.167694,0,0,0
"MSTRG.11868",14.395569,18.326565,16.625656,17.944296,16.989756,18.11615,6.256017,12.249154,5.060755,0.580693,1.017388,0.822017,4.145266,1.663551,4.655732
"MSTRG.11869",566.368164,561.516479,593.138855,591.276001,510.29541,505.190643,369.798828,441.823242,299.856384,266.99472,243.17601,267.758911,132.660477,150.635162,187.15419
"MSTRG.1187",128.050169,158.668797,154.403691,137.810068,197.076113,151.730794,87.571049,131.53998,73.003614,10.336342,10.018289,6.895674,74.487285,43.041529,87.902037
"MSTRG.11871",1.340124,1.835985,1.158574,1.245177,1.790704,2.794033,0.378696,0.984545,0.278441,0.246974,0.257923,0.217811,9.549272,6.744142,9.765039
"MSTRG.11875",35.143942,38.686391,33.283796,32.869254,24.608003,24.053514,15.636854,26.283795,13.675007,13.627642,12.221405,10.808064,12.413782,5.669852,12.994058
"MSTRG.11876",3.230965,3.710876,3.067446,3.784807,2.094169,2.330387,0.915346,2.129718,0.585079,0.799957,1.483298,0.933927,3.75894,2.755507,4.358059
"MSTRG.11878",3.714881,4.032664,2.429867,2.108783,0.847851,1.097882,0.10044,0.246379,0.077902,0.555455,0.815533,0.571264,3.084573,1.979515,3.15186
"MSTRG.1188",8.438234,11.136607,10.445636,11.843742,9.699657,10.072117,6.707049,12.706746,5.821728,2.919489,1.973783,1.582647,4.643888,3.582963,6.519677
